EmployeeNumber,Satisfaction,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobInvolvement,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
643,1,24,Travel_Rarely,Research & Development,17,2,Other,Male,2,1,Laboratory Technician,2127,1,No,4,40.0,1,2,3,1,0,0,0
405,0,18,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,3,1,Laboratory Technician,1420,1,No,3,40.0,0,2,3,0,0,0,0
901,1,53,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,3,4,Research Director,14275,6,No,3,40.0,0,0,3,12,9,3,8
813,1,52,Travel_Rarely,Research & Development,11,4,Life Sciences,Female,3,2,Laboratory Technician,3149,8,No,4,40.0,1,3,3,5,2,1,4
1390,1,39,Travel_Rarely,Sales,21,4,Life Sciences,Male,2,2,Sales Executive,6120,3,Yes,3,40.0,2,2,4,5,4,1,4
178,1,36,Travel_Rarely,Research & Development,6,2,Medical,Male,3,2,Manufacturing Director,4941,6,No,4,40.0,2,0,3,3,2,0,1
1513,1,29,Travel_Frequently,Research & Development,2,1,Life Sciences,Female,3,1,Laboratory Technician,3180,0,No,3,40.0,3,3,3,3,2,0,2
434,1,27,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,3,1,Research Scientist,2478,1,Yes,3,40.0,0,2,2,4,3,1,2
577,1,35,Travel_Rarely,Research & Development,22,3,Life Sciences,Male,1,1,Laboratory Technician,4230,0,No,3,40.0,0,2,3,5,4,4,3
2007,1,22,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,1,Research Scientist,3375,0,No,3,40.0,0,2,4,3,2,1,2
1228,1,46,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,3,2,Manufacturing Director,7379,2,No,3,40.0,1,3,2,6,3,1,4
207,1,32,Travel_Frequently,Sales,8,3,Marketing,Female,3,3,Sales Executive,8998,1,No,3,40.0,0,2,3,9,8,3,7
840,0,49,Travel_Rarely,Sales,11,3,Marketing,Female,3,3,Sales Executive,7654,1,No,3,40.0,2,3,4,9,8,7,7
1322,1,39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,3,2,Manufacturing Director,4534,0,No,3,40.0,0,6,3,8,7,1,7
1583,1,38,Travel_Rarely,Sales,16,3,Life Sciences,Female,3,2,Sales Executive,4198,2,No,3,40.0,0,5,4,3,2,1,2
79,1,38,Travel_Frequently,Research & Development,29,5,Life Sciences,Female,3,2,Laboratory Technician,2406,1,No,3,40.0,0,2,3,10,3,9,9
1747,0,30,Travel_Frequently,Human Resources,8,3,Human Resources,Female,2,1,Human Resources,2180,6,No,3,40.0,1,0,2,4,2,1,2
500,1,51,Travel_Rarely,Sales,14,2,Life Sciences,Female,3,2,Sales Executive,4936,4,No,3,40.0,1,2,2,7,7,0,7
1732,1,46,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,3,Sales Executive,10368,4,Yes,3,40.0,1,5,2,10,6,0,3
1771,1,33,Non-Travel,Research & Development,4,3,Technical Degree,Male,3,2,Research Scientist,3055,5,No,3,40.0,2,2,2,9,8,1,7
1908,1,36,Travel_Rarely,Sales,17,2,Marketing,Male,2,2,Sales Executive,5507,2,No,3,40.0,2,1,1,4,2,1,3
350,1,25,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,3,2,Manufacturing Director,4898,0,No,3,40.0,2,3,3,4,2,1,2
21,1,32,Travel_Rarely,Research & Development,5,2,Life Sciences,Male,4,1,Research Scientist,3298,0,Yes,3,40.0,2,5,2,6,2,0,5
388,1,29,Travel_Frequently,Sales,2,2,Life Sciences,Male,3,2,Sales Executive,4554,1,No,3,40.0,0,3,2,10,7,0,9
1515,1,33,Travel_Rarely,Research & Development,8,5,Life Sciences,Male,3,2,Healthcare Representative,6388,2,Yes,3,40.0,0,6,3,0,0,0,0
410,1,41,Travel_Rarely,Sales,2,4,Life Sciences,Male,3,4,Manager,16015,1,No,3,40.0,0,2,3,22,10,0,4
1265,1,34,Travel_Rarely,Research & Development,20,3,Technical Degree,Female,4,1,Research Scientist,2585,0,No,3,40.0,0,5,2,1,0,0,0
450,1,54,Travel_Frequently,Research & Development,20,4,Life Sciences,Female,3,2,Research Scientist,4869,3,No,3,40.0,0,4,2,4,3,0,3
273,1,38,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,3,2,Manufacturing Director,6261,3,No,3,40.0,1,3,1,7,7,1,7
1725,1,24,Travel_Rarely,Research & Development,29,1,Medical,Male,3,1,Laboratory Technician,3907,1,No,3,40.0,3,2,4,6,2,1,2
221,1,28,Travel_Rarely,Research & Development,21,3,Medical,Male,3,1,Research Scientist,2713,1,No,3,40.0,1,2,1,5,2,0,2
1615,1,34,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,4,2,Manufacturing Director,4724,1,No,3,40.0,1,3,3,9,7,7,2
1720,1,32,Travel_Frequently,Research & Development,10,3,Life Sciences,Male,3,1,Research Scientist,3433,6,No,3,40.0,1,3,2,5,2,1,3
1731,1,47,Non-Travel,Sales,2,4,Marketing,Male,3,2,Sales Executive,4978,7,No,3,40.0,1,3,1,1,0,0,0
1900,1,48,Travel_Frequently,Research & Development,22,3,Medical,Female,3,4,Manager,17174,3,No,3,40.0,1,3,3,22,17,4,7
1160,0,31,Travel_Frequently,Research & Development,15,3,Medical,Male,3,1,Laboratory Technician,2610,1,No,3,40.0,1,5,2,2,2,2,2
1614,1,36,Travel_Rarely,Research & Development,12,4,Life Sciences,Female,3,2,Manufacturing Director,4663,9,Yes,3,40.0,2,2,3,3,2,1,1
1522,0,29,Travel_Rarely,Research & Development,1,4,Technical Degree,Male,2,1,Research Scientist,2362,6,No,3,40.0,0,2,1,9,7,0,7
116,1,51,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,3,1,Laboratory Technician,2075,3,No,4,40.0,2,4,3,4,2,0,3
151,1,34,Travel_Rarely,Research & Development,6,4,Life Sciences,Female,2,2,Research Scientist,4505,6,No,3,40.0,1,3,3,1,0,0,0
1346,1,40,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,3,2,Research Scientist,4661,1,No,3,40.0,0,4,3,9,8,8,8
1577,1,34,Travel_Rarely,Research & Development,7,4,Medical,Male,3,1,Research Scientist,2972,1,No,3,40.0,0,4,1,1,0,0,0
2027,0,29,Travel_Rarely,Research & Development,1,4,Medical,Male,3,1,Research Scientist,4787,9,Yes,3,40.0,3,3,4,2,2,2,2
820,1,47,Travel_Rarely,Research & Development,2,2,Other,Female,3,4,Manager,16752,1,Yes,3,40.0,1,3,2,26,14,3,0
316,1,52,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,1,Laboratory Technician,3212,7,No,3,40.0,0,3,2,2,2,2,2
618,1,26,Travel_Rarely,Sales,29,2,Medical,Male,3,2,Sales Executive,4306,5,No,3,40.0,2,5,3,0,0,0,0
264,1,45,Non-Travel,Research & Development,2,2,Medical,Male,2,4,Manager,16792,9,No,4,40.0,1,1,3,20,8,11,8
728,1,47,Travel_Rarely,Sales,14,4,Marketing,Male,3,2,Sales Executive,4960,2,No,3,40.0,0,2,3,7,7,1,7
288,1,46,Travel_Rarely,Research & Development,1,4,Medical,Male,3,3,Healthcare Representative,9396,7,No,3,40.0,1,3,3,4,2,0,3
1028,1,35,Travel_Rarely,Research & Development,10,3,Other,Male,3,1,Laboratory Technician,3917,1,No,4,40.0,1,4,2,3,2,1,2
401,0,26,Travel_Rarely,Sales,4,4,Marketing,Male,2,2,Sales Executive,5828,1,Yes,3,40.0,0,0,3,8,7,7,4
1296,1,28,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,2,1,Laboratory Technician,3867,1,Yes,3,40.0,1,2,3,2,2,2,2
976,1,52,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,4,Manager,17099,2,No,3,40.0,1,2,2,9,8,7,8
152,1,37,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,3,Sales Executive,7428,2,No,3,40.0,0,3,3,5,3,1,3
1011,1,31,Travel_Frequently,Research & Development,1,1,Life Sciences,Female,3,2,Manufacturing Director,4148,1,No,3,40.0,1,1,3,4,3,0,3
760,1,39,Travel_Rarely,Human Resources,3,3,Human Resources,Female,4,2,Human Resources,6389,9,No,3,40.0,1,3,1,8,3,3,6
1784,1,31,Travel_Rarely,Sales,29,4,Marketing,Female,2,2,Sales Executive,5468,1,No,3,40.0,2,3,3,12,7,5,7
297,0,30,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,3,1,Research Scientist,2657,5,Yes,3,40.0,0,5,3,5,2,0,4
275,1,49,Non-Travel,Research & Development,18,4,Life Sciences,Male,3,2,Manufacturing Director,6804,1,Yes,3,40.0,2,0,3,7,7,1,7
1767,0,43,Travel_Frequently,Research & Development,17,3,Technical Degree,Male,2,1,Research Scientist,2437,9,Yes,3,40.0,1,4,3,1,0,0,0
1465,1,45,Travel_Rarely,Research & Development,29,3,Technical Degree,Male,3,3,Manufacturing Director,9380,4,Yes,3,40.0,2,4,4,3,1,1,2
1557,1,48,Travel_Rarely,Sales,16,4,Life Sciences,Female,3,2,Sales Executive,6439,8,No,3,40.0,1,2,3,8,7,7,7
339,1,34,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,2,2,Manufacturing Director,5957,6,No,3,40.0,1,3,3,11,9,5,9
1014,1,35,Travel_Rarely,Research & Development,25,4,Medical,Female,3,3,Healthcare Representative,10388,1,Yes,3,40.0,1,3,2,16,10,10,1
1516,1,32,Travel_Rarely,Research & Development,10,3,Medical,Male,3,3,Manager,11244,2,No,4,40.0,0,5,4,5,2,0,0
249,1,50,Travel_Rarely,Research & Development,1,3,Medical,Male,2,1,Laboratory Technician,3690,2,No,3,40.0,1,2,2,3,2,0,2
45,0,24,Travel_Rarely,Research & Development,1,3,Medical,Male,3,1,Research Scientist,2293,2,Yes,3,40.0,1,2,2,2,0,2,0
885,1,25,Travel_Rarely,Sales,4,1,Marketing,Male,2,2,Sales Executive,4256,1,No,3,40.0,0,1,4,5,2,0,3
1062,1,37,Travel_Rarely,Research & Development,3,3,Other,Female,3,2,Healthcare Representative,4107,3,No,3,40.0,0,3,2,4,3,0,1
431,1,49,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,2,4,Healthcare Representative,13964,7,Yes,3,40.0,0,2,3,7,1,0,7
2018,1,25,Travel_Rarely,Sales,8,2,Other,Female,3,2,Sales Executive,4907,0,Yes,4,40.0,1,3,2,5,3,0,4
1387,1,28,Travel_Rarely,Sales,26,3,Life Sciences,Male,2,2,Sales Executive,4724,1,No,3,40.0,1,0,3,5,3,0,4
217,1,22,Travel_Rarely,Research & Development,19,1,Medical,Male,3,1,Research Scientist,2323,1,No,4,40.0,2,6,3,2,2,2,2
481,1,36,Travel_Frequently,Sales,3,4,Medical,Male,2,3,Sales Executive,9699,4,No,3,40.0,1,2,3,13,9,1,12
163,0,31,Travel_Rarely,Sales,6,4,Life Sciences,Male,1,2,Sales Executive,6172,4,Yes,3,40.0,0,3,2,7,7,7,7
1100,0,35,Travel_Rarely,Sales,4,3,Technical Degree,Male,3,3,Sales Executive,9582,0,Yes,4,40.0,0,2,3,8,7,4,7
492,0,40,Travel_Rarely,Sales,22,2,Marketing,Male,2,2,Sales Executive,6380,2,Yes,3,40.0,2,6,3,6,4,1,0
284,1,22,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,4,1,Research Scientist,2328,1,Yes,3,40.0,1,2,2,4,2,2,2
626,1,37,Non-Travel,Sales,9,4,Medical,Male,3,3,Sales Executive,8834,1,No,3,40.0,1,6,3,9,5,7,7
1950,1,34,Travel_Rarely,Sales,1,3,Marketing,Male,3,3,Sales Executive,9888,1,No,4,40.0,0,3,2,14,8,2,1
1826,1,35,Travel_Rarely,Research & Development,23,4,Medical,Male,1,1,Laboratory Technician,2705,0,No,3,40.0,1,2,4,5,4,0,3
1224,1,30,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,3,2,Laboratory Technician,3491,1,No,3,40.0,3,4,2,10,7,8,9
78,1,32,Travel_Rarely,Research & Development,1,3,Medical,Male,3,2,Manufacturing Director,6162,1,Yes,4,40.0,1,3,3,9,8,7,8
367,1,31,Travel_Rarely,Research & Development,23,3,Medical,Male,2,2,Healthcare Representative,5582,0,No,4,40.0,1,2,3,9,0,7,8
1037,0,26,Non-Travel,Sales,29,2,Medical,Male,1,2,Sales Executive,4969,8,No,3,40.0,0,6,3,2,2,2,2
1962,1,35,Travel_Rarely,Sales,7,4,Life Sciences,Female,3,2,Sales Executive,5204,1,Yes,3,40.0,0,2,3,10,8,0,9
861,1,30,Travel_Frequently,Research & Development,5,4,Life Sciences,Male,2,1,Research Scientist,3761,9,No,3,40.0,1,3,2,5,4,0,3
1858,1,28,Non-Travel,Human Resources,1,2,Life Sciences,Male,3,1,Human Resources,2706,1,No,3,40.0,1,2,3,3,2,2,2
1166,1,40,Travel_Frequently,Research & Development,9,4,Medical,Female,3,3,Research Director,13499,9,No,3,40.0,0,3,2,18,7,2,13
113,1,23,Travel_Rarely,Sales,2,1,Technical Degree,Male,3,1,Sales Representative,2322,3,No,3,40.0,1,3,3,0,0,0,0
1375,1,40,Travel_Rarely,Research & Development,2,1,Medical,Female,4,2,Healthcare Representative,6377,5,No,4,40.0,3,0,3,12,11,11,8
1080,1,46,Travel_Rarely,Research & Development,8,4,Life Sciences,Female,2,2,Research Scientist,4615,8,Yes,4,40.0,3,2,3,16,13,1,7
568,1,57,Travel_Rarely,Sales,29,3,Marketing,Male,2,4,Manager,14118,3,No,3,40.0,1,3,2,1,0,0,0
28,1,34,Travel_Rarely,Research & Development,7,4,Life Sciences,Female,3,3,Research Director,11994,0,No,3,40.0,0,4,3,12,6,2,11
1734,0,32,Travel_Rarely,Sales,1,2,Life Sciences,Male,1,2,Sales Executive,6735,6,No,3,40.0,0,2,3,0,0,0,0
195,1,32,Travel_Frequently,Sales,9,2,Medical,Male,1,2,Sales Executive,4668,0,No,3,40.0,3,2,4,8,7,0,7
1651,1,36,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,3,3,Healthcare Representative,8008,4,No,3,40.0,2,6,3,3,2,0,2
1083,1,26,Travel_Rarely,Research & Development,1,2,Medical,Male,2,1,Laboratory Technician,3955,1,No,3,40.0,2,2,3,5,3,1,3
1061,1,50,Travel_Rarely,Research & Development,2,4,Medical,Male,3,5,Research Director,19237,2,Yes,3,40.0,1,2,2,8,1,7,7
291,0,32,Travel_Rarely,Sales,4,4,Medical,Male,1,3,Sales Executive,10400,1,No,3,40.0,0,2,2,14,8,9,8
1729,1,30,Travel_Rarely,Research & Development,16,1,Life Sciences,Male,3,1,Research Scientist,2862,1,No,3,40.0,1,2,2,10,0,0,8
805,1,35,Travel_Rarely,Sales,8,4,Life Sciences,Female,3,1,Sales Representative,2572,1,No,3,40.0,1,1,2,3,2,0,2
493,1,31,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,1,Research Scientist,2657,0,Yes,3,40.0,0,5,3,2,2,2,2
1435,1,36,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,2,2,Laboratory Technician,5810,1,No,3,40.0,0,2,2,10,4,1,8
56,1,27,Travel_Frequently,Sales,8,3,Life Sciences,Male,3,3,Sales Executive,8726,1,No,3,40.0,0,0,3,9,8,1,7
1594,1,36,Travel_Frequently,Research & Development,6,4,Life Sciences,Male,4,2,Laboratory Technician,5562,3,Yes,3,40.0,1,3,3,3,2,0,2
1697,1,60,Travel_Rarely,Research & Development,1,4,Medical,Male,1,3,Healthcare Representative,10883,3,No,4,40.0,1,2,4,1,0,0,0
865,1,32,Travel_Rarely,Research & Development,8,2,Medical,Female,4,2,Research Scientist,5175,5,No,3,40.0,1,3,2,5,3,1,3
738,1,50,Travel_Rarely,Sales,8,4,Marketing,Male,3,1,Sales Representative,3875,7,No,3,40.0,1,2,3,2,2,2,2
1052,0,36,Travel_Rarely,Research & Development,15,3,Other,Male,3,2,Laboratory Technician,4834,7,No,3,40.0,1,3,2,1,0,0,0
1053,0,26,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,3,1,Research Scientist,2042,6,Yes,3,40.0,1,2,3,3,2,1,2
1475,1,44,Travel_Rarely,Research & Development,20,3,Life Sciences,Male,3,1,Research Scientist,3420,1,No,3,40.0,0,3,2,5,2,1,3
1642,1,44,Travel_Frequently,Human Resources,1,5,Human Resources,Male,3,2,Human Resources,5743,4,Yes,3,40.0,0,3,3,10,7,0,2
206,1,45,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,3,2,Laboratory Technician,2348,8,No,3,40.0,1,2,1,17,9,0,15
1368,1,18,Non-Travel,Research & Development,1,3,Life Sciences,Female,3,1,Laboratory Technician,1611,1,No,3,40.0,0,5,4,0,0,0,0
880,1,35,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,2,3,Manufacturing Director,10685,1,Yes,4,40.0,1,2,3,17,14,5,15
1007,1,46,Travel_Rarely,Research & Development,7,2,Medical,Male,3,3,Manufacturing Director,10845,6,No,3,40.0,1,3,3,8,7,0,7
141,1,50,Travel_Frequently,Research & Development,1,3,Life Sciences,Female,3,5,Research Director,18172,3,Yes,3,40.0,0,1,2,8,3,0,7
1251,1,31,Travel_Rarely,Research & Development,11,2,Medical,Male,3,2,Healthcare Representative,6833,1,Yes,3,40.0,0,2,2,6,5,0,1
515,1,37,Travel_Rarely,Research & Development,14,3,Life Sciences,Female,3,1,Laboratory Technician,3034,1,No,3,40.0,1,2,2,18,7,12,17
586,1,35,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,3,3,Healthcare Representative,7632,4,Yes,3,40.0,0,2,3,8,7,0,0
977,0,58,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,3,1,Research Scientist,2479,4,No,4,40.0,0,4,3,1,0,0,0
407,1,36,Travel_Frequently,Research & Development,18,4,Life Sciences,Male,4,1,Laboratory Technician,3688,4,No,3,40.0,2,2,3,1,0,0,0
1943,1,42,Travel_Rarely,Sales,12,4,Marketing,Male,3,2,Sales Executive,5087,3,Yes,3,40.0,2,4,3,0,0,0,0
1674,1,49,Travel_Rarely,Research & Development,16,3,Medical,Female,3,1,Laboratory Technician,2587,4,Yes,3,40.0,1,2,2,2,2,2,2
671,1,44,Travel_Rarely,Research & Development,3,4,Other,Male,3,5,Manager,19513,4,Yes,3,40.0,1,2,4,2,2,0,1
1126,1,43,Travel_Frequently,Research & Development,27,3,Life Sciences,Female,3,3,Manufacturing Director,10820,8,No,3,40.0,1,1,3,8,7,0,1
960,0,20,Travel_Rarely,Research & Development,4,3,Technical Degree,Male,3,1,Laboratory Technician,2973,1,No,3,40.0,0,2,3,1,0,0,0
1911,1,42,Travel_Rarely,Research & Development,6,3,Medical,Male,3,3,Research Director,13348,9,No,3,40.0,1,3,4,13,7,5,7
239,1,30,Non-Travel,Research & Development,9,3,Medical,Male,3,2,Laboratory Technician,3072,1,No,3,40.0,2,4,3,12,9,6,10
231,1,32,Travel_Rarely,Research & Development,6,5,Life Sciences,Male,3,1,Research Scientist,3038,3,No,4,40.0,0,2,3,5,4,1,4
1981,1,24,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,2,2,Healthcare Representative,4617,1,No,3,40.0,0,2,2,4,3,1,2
7,1,27,Travel_Rarely,Research & Development,2,1,Medical,Male,3,1,Laboratory Technician,3468,9,No,3,40.0,1,3,3,2,2,2,2
1550,1,40,Travel_Rarely,Human Resources,6,2,Medical,Male,3,4,Manager,16437,1,Yes,4,40.0,0,2,3,21,7,7,7
228,1,30,Travel_Rarely,Sales,5,3,Life Sciences,Female,3,3,Sales Executive,9419,2,No,3,40.0,1,2,3,10,9,7,4
485,0,33,Travel_Rarely,Sales,5,3,Marketing,Female,3,1,Sales Representative,2851,1,Yes,3,40.0,0,2,3,1,0,0,0
1630,1,35,Non-Travel,Research & Development,8,4,Life Sciences,Female,3,2,Healthcare Representative,4148,1,No,3,40.0,1,5,3,14,11,2,9
1955,1,32,Non-Travel,Research & Development,15,4,Medical,Female,3,2,Healthcare Representative,6667,5,No,3,40.0,1,6,3,5,1,1,2
896,0,29,Travel_Rarely,Sales,1,3,Medical,Female,2,1,Sales Representative,2800,6,Yes,3,40.0,3,3,3,3,2,0,2
1196,1,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,2,Manufacturing Director,6474,1,No,3,40.0,1,2,2,14,8,3,11
214,1,58,Travel_Rarely,Research & Development,9,3,Medical,Female,2,1,Research Scientist,3346,4,Yes,4,40.0,1,3,2,1,0,0,0
964,1,40,Travel_Frequently,Research & Development,9,4,Medical,Male,3,1,Research Scientist,3617,8,Yes,3,40.0,1,2,3,1,1,0,0
403,1,37,Travel_Frequently,Research & Development,9,3,Medical,Male,3,1,Research Scientist,2326,1,Yes,3,40.0,3,3,2,4,2,1,2
1430,1,31,Travel_Rarely,Research & Development,8,5,Life Sciences,Female,3,4,Research Director,16422,3,No,3,40.0,0,3,4,3,2,1,0
787,0,55,Travel_Rarely,Research & Development,2,3,Medical,Male,3,5,Manager,19859,5,Yes,3,40.0,1,2,3,5,2,1,4
1778,1,43,Travel_Rarely,Human Resources,2,3,Life Sciences,Male,3,1,Human Resources,3539,0,No,3,40.0,0,5,3,9,7,1,8
496,1,35,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,2,Healthcare Representative,6540,9,No,3,40.0,0,5,3,1,1,0,0
747,1,30,Travel_Rarely,Sales,27,5,Marketing,Male,3,2,Sales Executive,5304,7,No,4,40.0,1,2,2,8,7,7,7
1673,1,31,Travel_Rarely,Sales,5,4,Life Sciences,Female,3,2,Sales Executive,5476,1,No,3,40.0,2,2,3,10,0,0,2
81,1,59,Travel_Rarely,Sales,25,3,Life Sciences,Female,3,3,Sales Executive,7637,7,No,3,40.0,0,3,2,21,16,7,9
1009,1,24,Travel_Rarely,Research & Development,17,1,Medical,Female,2,2,Manufacturing Director,4377,1,No,3,40.0,2,6,3,4,2,3,2
945,1,48,Travel_Rarely,Research & Development,20,4,Medical,Male,3,1,Research Scientist,2259,4,No,3,40.0,2,2,2,0,0,0,0
1171,1,42,Travel_Rarely,Sales,4,4,Marketing,Male,3,2,Sales Executive,5155,7,No,3,40.0,0,3,4,6,4,1,5
905,1,50,Non-Travel,Research & Development,2,4,Life Sciences,Male,3,4,Manager,17924,1,No,3,40.0,1,3,3,31,6,14,7
41,1,30,Travel_Rarely,Research & Development,9,2,Medical,Male,2,1,Laboratory Technician,2206,1,No,3,40.0,0,5,3,10,0,1,8
245,1,38,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,3,1,Laboratory Technician,2288,1,No,3,40.0,0,3,3,2,2,2,1
394,0,26,Travel_Rarely,Research & Development,16,4,Medical,Male,3,1,Laboratory Technician,2373,2,Yes,3,40.0,1,2,3,3,2,0,2
1321,1,30,Travel_Rarely,Research & Development,17,4,Medical,Female,3,3,Manager,11916,1,Yes,4,40.0,2,2,3,9,1,0,8
1275,1,26,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,1,Research Scientist,2875,1,Yes,4,40.0,0,2,2,8,5,2,2
11,1,30,Travel_Rarely,Research & Development,24,1,Life Sciences,Male,3,1,Laboratory Technician,2693,1,No,4,40.0,1,2,3,1,0,0,0
95,1,31,Travel_Rarely,Research & Development,1,4,Medical,Male,3,1,Research Scientist,2501,1,No,3,40.0,0,4,3,1,1,1,0
1815,1,41,Travel_Rarely,Sales,4,1,Marketing,Female,3,3,Sales Executive,10447,0,Yes,3,40.0,1,3,4,22,14,13,5
1172,1,35,Travel_Rarely,Research & Development,1,4,Medical,Male,2,1,Laboratory Technician,2258,6,No,3,40.0,1,2,3,8,0,1,7
550,1,46,Travel_Rarely,Research & Development,18,3,Medical,Female,3,2,Manufacturing Director,4810,2,No,3,40.0,1,5,2,10,7,0,8
90,0,36,Travel_Rarely,Research & Development,9,3,Medical,Male,2,1,Research Scientist,3388,0,Yes,3,40.0,1,0,2,1,0,0,0
811,0,23,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,4,1,Laboratory Technician,1601,1,Yes,4,40.0,2,2,3,0,0,0,0
452,1,45,Travel_Rarely,Research & Development,8,4,Other,Male,3,2,Research Scientist,3697,9,No,3,40.0,2,3,3,10,9,9,8
691,1,35,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,2,Research Scientist,6646,1,No,3,40.0,0,3,3,17,11,11,8
1922,1,45,Travel_Frequently,Research & Development,1,4,Medical,Male,3,2,Healthcare Representative,5399,4,No,3,40.0,0,3,3,4,2,0,3
757,1,34,Travel_Rarely,Research & Development,8,2,Medical,Female,3,2,Healthcare Representative,6142,3,No,3,40.0,0,2,3,5,1,4,3
451,1,43,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,3,Healthcare Representative,9985,8,No,3,40.0,1,1,2,1,0,0,0
1396,1,32,Travel_Rarely,Sales,2,1,Marketing,Male,3,2,Sales Executive,4078,0,Yes,3,40.0,3,3,2,3,2,1,2
1999,1,41,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,1,Research Scientist,2782,3,No,4,40.0,1,3,3,5,3,1,0
132,1,44,Non-Travel,Research & Development,23,3,Medical,Male,3,2,Laboratory Technician,2042,4,No,3,40.0,1,3,4,3,2,1,2
1467,0,34,Travel_Rarely,Human Resources,9,4,Technical Degree,Female,3,1,Human Resources,2742,1,No,3,40.0,0,0,3,2,2,2,2
746,1,47,Travel_Frequently,Sales,3,3,Medical,Female,3,4,Sales Executive,13770,9,Yes,3,40.0,2,2,2,22,2,11,13
878,1,36,Travel_Rarely,Human Resources,8,3,Life Sciences,Male,2,1,Human Resources,2342,0,No,4,40.0,0,3,3,5,4,0,3
1698,1,33,Travel_Rarely,Research & Development,21,3,Medical,Male,4,1,Laboratory Technician,2028,1,No,3,40.0,3,6,3,14,11,2,13
1018,1,26,Travel_Rarely,Research & Development,2,2,Medical,Male,4,2,Manufacturing Director,5472,1,No,3,40.0,0,2,3,8,7,1,3
1749,1,31,Travel_Rarely,Sales,5,3,Technical Degree,Male,3,2,Sales Executive,8346,1,No,3,40.0,1,3,3,5,2,0,2
1607,1,32,Travel_Rarely,Research & Development,5,4,Other,Female,4,1,Research Scientist,3312,3,No,3,40.0,2,3,3,3,2,0,2
1833,1,31,Travel_Frequently,Sales,7,4,Marketing,Female,3,3,Sales Executive,9637,2,No,3,40.0,2,3,3,3,2,2,2
723,0,50,Travel_Frequently,Sales,8,2,Technical Degree,Male,3,2,Sales Executive,6796,3,Yes,3,40.0,1,4,3,4,3,1,3
1136,1,28,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,1,Research Scientist,3201,0,No,3,40.0,0,2,1,5,3,0,4
1225,1,44,Travel_Rarely,Research & Development,29,4,Other,Male,3,2,Research Scientist,4541,1,No,4,40.0,0,3,3,20,11,13,17
36,1,44,Travel_Rarely,Research & Development,7,4,Medical,Female,2,3,Healthcare Representative,10248,3,No,3,40.0,1,4,3,22,6,5,17
1367,1,51,Travel_Rarely,Research & Development,11,2,Technical Degree,Female,2,4,Manufacturing Director,13142,3,No,3,40.0,0,1,2,5,2,0,3
2016,1,32,Travel_Rarely,Sales,1,4,Marketing,Female,3,3,Sales Executive,10422,1,No,3,40.0,2,3,3,14,10,5,7
1441,1,56,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,3,1,Research Scientist,2066,2,No,4,40.0,1,3,4,3,2,1,0
230,1,38,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,2,Sales Executive,8686,4,No,4,40.0,0,2,4,8,3,0,7
